# X-ray-like data generated for model core_shell_sphere with parameters:
# radius = 150
# thickness = 40
# sld_core = 4
# sld_shell = 4
# sld_solvent = 6
# scale = 0.012
# background = 0.001
#    Q             counts           error          sigmaQ
1.771121e-02    8.014213e+00    3.312376e-03    1.567929e-04
1.782999e-02    7.620909e+00    3.230074e-03    1.574130e-04
1.794957e-02    7.219910e+00    3.143945e-03    1.580389e-04
1.806995e-02    6.838665e+00    3.059813e-03    1.586708e-04
1.819114e-02    6.462319e+00    2.974427e-03    1.593086e-04
1.831314e-02    6.105309e+00    2.891099e-03    1.599524e-04
1.843596e-02    5.757816e+00    2.807618e-03    1.606023e-04
1.855960e-02    5.417098e+00    2.723281e-03    1.612582e-04
1.868407e-02    5.091113e+00    2.640070e-03    1.619202e-04
1.880938e-02    4.766734e+00    2.554581e-03    1.625884e-04
1.893552e-02    4.464851e+00    2.472365e-03    1.632628e-04
1.906251e-02    4.175500e+00    2.390911e-03    1.639434e-04
1.919036e-02    3.890581e+00    2.307897e-03    1.646304e-04
1.931906e-02    3.615936e+00    2.224946e-03    1.653236e-04
1.944862e-02    3.351330e+00    2.141991e-03    1.660233e-04
1.957906e-02    3.103310e+00    2.061207e-03    1.667293e-04
1.971037e-02    2.861830e+00    1.979389e-03    1.674418e-04
1.984256e-02    2.632868e+00    1.898557e-03    1.681609e-04
1.997563e-02    2.416152e+00    1.818743e-03    1.688864e-04
2.010960e-02    2.207757e+00    1.738540e-03    1.696186e-04
2.024447e-02    2.007543e+00    1.657836e-03    1.703575e-04
2.038024e-02    1.819722e+00    1.578380e-03    1.711030e-04
2.051692e-02    1.645590e+00    1.500963e-03    1.718552e-04
2.065452e-02    1.477200e+00    1.422095e-03    1.726142e-04
2.079304e-02    1.321081e+00    1.344850e-03    1.733801e-04
2.093249e-02    1.177099e+00    1.269450e-03    1.741528e-04
2.107287e-02    1.041055e+00    1.193839e-03    1.749324e-04
2.121420e-02    9.122943e-01    1.117575e-03    1.757190e-04
2.135647e-02    7.925137e-01    1.041628e-03    1.765126e-04
2.149970e-02    6.838799e-01    9.676070e-04    1.773133e-04
2.164389e-02    5.838833e-01    8.940713e-04    1.781211e-04
2.178905e-02    4.933414e-01    8.218317e-04    1.789360e-04
2.193518e-02    4.118955e-01    7.509355e-04    1.797581e-04
2.208229e-02    3.388445e-01    6.810976e-04    1.805875e-04
2.223038e-02    2.724841e-01    6.107728e-04    1.814241e-04
2.237947e-02    2.148883e-01    5.423948e-04    1.822681e-04
2.252956e-02    1.654917e-01    4.759894e-04    1.831195e-04
2.268066e-02    1.224612e-01    4.094571e-04    1.839784e-04
2.283277e-02    8.691256e-02    3.449454e-04    1.848447e-04
2.298590e-02    5.817901e-02    2.822229e-04    1.857185e-04
2.314005e-02    3.610176e-02    2.223173e-04    1.866000e-04
2.329524e-02    1.996481e-02    1.653262e-04    1.874890e-04
2.345148e-02    1.009535e-02    1.175628e-04    1.883858e-04
2.360875e-02    5.797912e-03    8.909328e-05    1.892903e-04
2.376709e-02    6.776781e-03    9.632097e-05    1.902025e-04
2.392648e-02    1.256922e-02    1.311787e-04    1.911226e-04
2.408695e-02    2.347778e-02    1.792824e-04    1.920506e-04
2.424849e-02    3.814301e-02    2.285160e-04    1.929866e-04
2.441111e-02    5.777787e-02    2.812483e-04    1.939305e-04
2.457483e-02    7.983459e-02    3.306014e-04    1.948824e-04
2.473964e-02    1.059177e-01    3.807968e-04    1.958425e-04
2.490556e-02    1.353467e-01    4.304601e-04    1.968107e-04
2.507259e-02    1.673769e-01    4.786928e-04    1.977871e-04
2.524074e-02    2.016222e-01    5.253858e-04    1.987717e-04
2.541002e-02    2.375789e-01    5.703127e-04    1.997646e-04
2.558043e-02    2.758164e-01    6.144961e-04    2.007659e-04
2.575199e-02    3.169726e-01    6.587491e-04    2.017756e-04
2.592470e-02    3.557331e-01    6.978647e-04    2.027937e-04
2.609856e-02    3.974603e-01    7.376595e-04    2.038204e-04
2.627360e-02    4.384618e-01    7.747739e-04    2.048556e-04
2.644980e-02    4.816675e-01    8.120501e-04    2.058995e-04
2.662719e-02    5.247898e-01    8.476212e-04    2.069520e-04
2.680577e-02    5.645456e-01    8.791412e-04    2.080133e-04
2.698554e-02    6.093544e-01    9.133645e-04    2.090833e-04
2.716652e-02    6.476864e-01    9.416543e-04    2.101622e-04
2.734872e-02    6.867782e-01    9.696552e-04    2.112500e-04
2.753213e-02    7.255372e-01    9.966415e-04    2.123467e-04
2.771678e-02    7.615431e-01    1.021072e-03    2.134525e-04
2.790266e-02    7.976435e-01    1.044993e-03    2.145673e-04
2.808979e-02    8.306910e-01    1.066421e-03    2.156912e-04
2.827818e-02    8.593656e-01    1.084671e-03    2.168244e-04
2.846783e-02    8.888302e-01    1.103109e-03    2.179667e-04
2.865875e-02    9.138181e-01    1.118508e-03    2.191184e-04
2.885095e-02    9.364745e-01    1.132288e-03    2.202794e-04
2.904444e-02    9.598482e-01    1.146332e-03    2.214498e-04
2.923923e-02    9.780401e-01    1.157144e-03    2.226298e-04
2.943533e-02    9.913390e-01    1.164985e-03    2.238192e-04
2.963274e-02    1.004853e+00    1.172898e-03    2.250182e-04
2.983147e-02    1.013560e+00    1.177969e-03    2.262269e-04
3.003154e-02    1.017404e+00    1.180201e-03    2.274453e-04
3.023295e-02    1.024885e+00    1.184532e-03    2.286735e-04
3.043571e-02    1.023327e+00    1.183631e-03    2.299115e-04
3.063983e-02    1.018368e+00    1.180760e-03    2.311594e-04
3.084531e-02    1.014166e+00    1.178321e-03    2.324173e-04
3.105218e-02    1.005075e+00    1.173028e-03    2.336851e-04
3.126043e-02    9.939059e-01    1.166492e-03    2.349631e-04
3.147008e-02    9.799390e-01    1.158267e-03    2.362512e-04
3.168114e-02    9.613842e-01    1.147249e-03    2.375495e-04
3.189361e-02    9.421779e-01    1.135731e-03    2.388581e-04
3.210751e-02    9.176925e-01    1.120876e-03    2.401771e-04
3.232284e-02    8.973156e-01    1.108362e-03    2.415064e-04
3.253962e-02    8.664094e-01    1.089107e-03    2.428462e-04
3.275784e-02    8.395022e-01    1.072062e-03    2.441965e-04
3.297754e-02    8.098910e-01    1.052986e-03    2.455575e-04
3.319870e-02    7.766300e-01    1.031137e-03    2.469290e-04
3.342135e-02    7.443699e-01    1.009493e-03    2.483113e-04
3.364550e-02    7.097329e-01    9.857268e-04    2.497045e-04
3.387114e-02    6.735983e-01    9.603059e-04    2.511085e-04
3.409830e-02    6.381236e-01    9.346768e-04    2.525234e-04
3.432698e-02    6.028036e-01    9.084417e-04    2.539493e-04
3.455720e-02    5.621524e-01    8.772759e-04    2.553863e-04
3.478896e-02    5.257358e-01    8.483849e-04    2.568344e-04
3.502227e-02    4.879816e-01    8.173552e-04    2.582937e-04
3.525715e-02    4.509475e-01    7.857278e-04    2.597643e-04
3.549361e-02    4.159259e-01    7.546006e-04    2.612462e-04
3.573165e-02    3.786523e-01    7.199948e-04    2.627396e-04
3.597129e-02    3.435691e-01    6.858296e-04    2.642444e-04
3.621253e-02    3.082997e-01    6.496743e-04    2.657608e-04
3.645539e-02    2.758396e-01    6.145220e-04    2.672889e-04
3.669988e-02    2.457767e-01    5.800688e-04    2.688286e-04
3.694601e-02    2.139300e-01    5.411840e-04    2.703801e-04
3.719379e-02    1.873157e-01    5.064029e-04    2.719435e-04
3.744324e-02    1.603838e-01    4.685861e-04    2.735187e-04
3.769435e-02    1.353015e-01    4.303883e-04    2.751060e-04
3.794715e-02    1.117621e-01    3.911618e-04    2.767054e-04
3.820165e-02    9.219981e-02    3.552828e-04    2.783169e-04
3.845785e-02    7.311119e-02    3.163742e-04    2.799406e-04
3.871577e-02    5.737811e-02    2.802736e-04    2.815766e-04
3.897542e-02    4.300449e-02    2.426420e-04    2.832250e-04
3.923681e-02    3.093909e-02    2.058083e-04    2.848858e-04
3.949995e-02    2.108742e-02    1.699108e-04    2.865592e-04
3.976486e-02    1.318939e-02    1.343760e-04    2.882452e-04
4.003155e-02    7.577673e-03    1.018538e-04    2.899439e-04
4.030002e-02    4.060592e-03    7.455964e-05    2.916554e-04
4.057030e-02    2.456070e-03    5.798684e-05    2.933796e-04
4.084239e-02    2.624463e-03    5.994173e-05    2.951169e-04
4.111630e-02    4.682139e-03    8.006290e-05    2.968671e-04
4.139205e-02    8.273149e-03    1.064252e-04    2.986304e-04
4.166965e-02    1.311410e-02    1.339918e-04    3.004069e-04
4.194911e-02    1.987308e-02    1.649460e-04    3.021967e-04
4.223044e-02    2.718242e-02    1.929093e-04    3.039997e-04
4.251366e-02    3.556920e-02    2.206715e-04    3.058162e-04
4.279878e-02    4.583705e-02    2.505056e-04    3.076462e-04
4.308582e-02    5.508770e-02    2.746227e-04    3.094898e-04
4.337478e-02    6.586347e-02    3.002835e-04    3.113471e-04
4.366567e-02    7.609709e-02    3.227700e-04    3.132181e-04
4.395852e-02    8.754506e-02    3.461983e-04    3.151030e-04
4.425333e-02    9.891773e-02    3.679986e-04    3.170018e-04
4.455012e-02    1.095265e-01    3.872297e-04    3.189146e-04
4.484890e-02    1.202844e-01    4.058017e-04    3.208415e-04
4.514968e-02    1.293968e-01    4.208922e-04    3.227826e-04
4.545248e-02    1.383038e-01    4.351372e-04    3.247381e-04
4.575731e-02    1.476859e-01    4.496542e-04    3.267078e-04
4.606418e-02    1.548501e-01    4.604314e-04    3.286921e-04
4.637311e-02    1.604509e-01    4.686841e-04    3.306909e-04
4.668412e-02    1.666760e-01    4.776894e-04    3.327044e-04
4.699721e-02    1.698480e-01    4.822135e-04    3.347326e-04
4.731240e-02    1.728750e-01    4.864915e-04    3.367756e-04
4.762970e-02    1.741331e-01    4.882585e-04    3.388335e-04
4.794914e-02    1.748615e-01    4.892786e-04    3.409065e-04
4.827071e-02    1.747424e-01    4.891119e-04    3.429946e-04
4.859444e-02    1.725642e-01    4.860539e-04    3.450979e-04
4.892034e-02    1.678232e-01    4.793305e-04    3.472165e-04
4.924843e-02    1.642979e-01    4.742694e-04    3.493506e-04
4.957872e-02    1.586876e-01    4.661016e-04    3.515001e-04
4.991122e-02    1.512386e-01    4.550304e-04    3.536652e-04
5.024595e-02    1.436623e-01    4.434866e-04    3.558460e-04
5.058293e-02    1.354466e-01    4.306190e-04    3.580426e-04
5.092217e-02    1.266970e-01    4.164783e-04    3.602551e-04
5.126368e-02    1.176148e-01    4.012731e-04    3.624836e-04
5.160749e-02    1.075222e-01    3.836703e-04    3.647282e-04
5.195360e-02    9.637130e-02    3.632311e-04    3.669891e-04
5.230203e-02    8.720143e-02    3.455182e-04    3.692662e-04
5.265279e-02    7.759208e-02    3.259251e-04    3.715597e-04
5.300591e-02    6.693953e-02    3.027265e-04    3.738698e-04
5.336140e-02    5.765740e-02    2.809549e-04    3.761964e-04
5.371927e-02    4.833830e-02    2.572497e-04    3.785398e-04
5.407955e-02    3.947783e-02    2.324801e-04    3.809000e-04
5.444223e-02    3.200009e-02    2.093075e-04    3.832771e-04
5.480735e-02    2.479617e-02    1.842474e-04    3.856713e-04
5.517492e-02    1.852457e-02    1.592514e-04    3.880826e-04
5.554496e-02    1.327291e-02    1.348007e-04    3.905112e-04
5.591747e-02    8.935767e-03    1.106051e-04    3.929572e-04
5.629249e-02    5.800650e-03    8.911431e-05    3.954206e-04
5.667002e-02    3.362378e-03    6.784728e-05    3.979017e-04
5.705008e-02    1.975534e-03    5.200575e-05    4.004004e-04
5.743269e-02    1.638749e-03    4.736584e-05    4.029170e-04
5.781787e-02    2.113808e-03    5.379500e-05    4.054515e-04
5.820563e-02    3.541724e-03    6.963322e-05    4.080040e-04
5.859599e-02    5.599400e-03    8.755478e-05    4.105747e-04
5.898896e-02    8.478506e-03    1.077380e-04    4.131637e-04
5.938458e-02    1.166702e-02    1.263831e-04    4.157710e-04
5.978284e-02    1.528814e-02    1.446727e-04    4.183970e-04
6.018378e-02    1.981969e-02    1.647242e-04    4.210415e-04
6.058741e-02    2.406099e-02    1.814955e-04    4.237047e-04
6.099374e-02    2.827492e-02    1.967478e-04    4.263869e-04
6.140280e-02    3.281605e-02    2.119592e-04    4.290880e-04
6.181460e-02    3.668497e-02    2.241059e-04    4.318082e-04
6.222917e-02    4.083729e-02    2.364491e-04    4.345477e-04
6.264651e-02    4.435711e-02    2.464284e-04    4.373066e-04
6.306666e-02    4.718419e-02    2.541601e-04    4.400849e-04
6.348962e-02    4.969913e-02    2.608456e-04    4.428828e-04
6.391541e-02    5.111198e-02    2.645273e-04    4.457005e-04
6.434407e-02    5.308205e-02    2.695771e-04    4.485380e-04
6.477560e-02    5.306288e-02    2.695284e-04    4.513955e-04
6.521002e-02    5.247008e-02    2.680186e-04    4.542732e-04
6.564735e-02    5.184580e-02    2.664194e-04    4.571710e-04
6.608762e-02    5.040009e-02    2.626786e-04    4.600893e-04
6.653084e-02    4.871890e-02    2.582604e-04    4.630281e-04
6.697704e-02    4.555366e-02    2.497300e-04    4.659875e-04
6.742622e-02    4.208586e-02    2.400365e-04    4.689677e-04
6.787842e-02    3.906712e-02    2.312676e-04    4.719688e-04
6.833365e-02    3.491753e-02    2.186406e-04    4.749909e-04
6.879194e-02    3.059546e-02    2.046622e-04    4.780342e-04
6.925329e-02    2.665260e-02    1.910200e-04    4.810989e-04
6.971775e-02    2.296576e-02    1.773166e-04    4.841849e-04
7.018531e-02    1.853689e-02    1.593043e-04    4.872926e-04
7.065602e-02    1.472684e-02    1.419920e-04    4.904221e-04
7.112988e-02    1.141922e-02    1.250338e-04    4.935733e-04
7.160691e-02    8.297792e-03    1.065836e-04    4.967466e-04
7.208715e-02    5.911543e-03    8.996209e-05    4.999420e-04
7.257061e-02    3.819640e-03    7.231365e-05    5.031598e-04
7.305731e-02    2.517677e-03    5.870960e-05    5.064001e-04
7.354727e-02    1.634642e-03    4.730645e-05    5.096628e-04
7.404052e-02    1.390951e-03    4.363802e-05    5.129484e-04
7.453708e-02    1.579880e-03    4.650731e-05    5.162567e-04
7.503697e-02    2.339701e-03    5.659646e-05    5.195882e-04
7.554021e-02    3.656724e-03    7.075469e-05    5.229428e-04
7.604682e-02    5.159937e-03    8.404876e-05    5.263208e-04
7.655684e-02    6.843864e-03    9.679653e-05    5.297223e-04
7.707027e-02    9.209577e-03    1.122869e-04    5.331473e-04
7.758715e-02    1.118785e-02    1.237606e-04    5.365962e-04
7.810749e-02    1.344130e-02    1.356531e-04    5.400690e-04
7.863133e-02    1.568106e-02    1.465200e-04    5.435659e-04
7.915867e-02    1.740332e-02    1.543566e-04    5.470871e-04
7.968955e-02    1.908177e-02    1.616287e-04    5.506327e-04
8.022400e-02    2.018386e-02    1.662307e-04    5.542028e-04
8.076203e-02    2.150772e-02    1.715957e-04    5.577977e-04
8.130366e-02    2.168159e-02    1.722879e-04    5.614175e-04
8.184893e-02    2.174320e-02    1.725325e-04    5.650623e-04
8.239786e-02    2.161451e-02    1.720211e-04    5.687324e-04
8.295046e-02    2.061647e-02    1.680027e-04    5.724278e-04
8.350678e-02    1.960612e-02    1.638343e-04    5.761489e-04
8.406682e-02    1.793725e-02    1.567065e-04    5.798956e-04
8.463062e-02    1.614790e-02    1.486850e-04    5.836682e-04
8.519820e-02    1.428600e-02    1.398506e-04    5.874668e-04
8.576959e-02    1.239124e-02    1.302466e-04    5.912918e-04
8.634481e-02    9.918743e-03    1.165299e-04    5.951430e-04
8.692389e-02    8.118446e-03    1.054255e-04    5.990208e-04
8.750685e-02    6.377019e-03    9.343681e-05    6.029254e-04
8.809372e-02    4.678032e-03    8.002777e-05    6.068569e-04
8.868453e-02    3.300772e-03    6.722284e-05    6.108155e-04
8.927929e-02    2.209641e-03    5.500092e-05    6.148014e-04
8.987805e-02    1.490892e-03    4.517854e-05    6.188147e-04
9.048083e-02    1.291011e-03    4.204111e-05    6.228557e-04
9.108764e-02    1.274582e-03    4.177275e-05    6.269244e-04
9.169853e-02    1.751011e-03    4.896137e-05    6.310212e-04
9.231351e-02    2.550534e-03    5.909145e-05    6.351461e-04
9.293262e-02    3.246010e-03    6.666288e-05    6.392994e-04
9.355588e-02    4.427497e-03    7.785531e-05    6.434812e-04
9.418332e-02    5.697972e-03    8.832208e-05    6.476918e-04
9.481496e-02    7.010887e-03    9.797057e-05    6.519313e-04
9.545085e-02    7.932256e-03    1.042095e-04    6.561998e-04
9.609099e-02    9.072672e-03    1.114491e-04    6.604978e-04
9.673543e-02    9.876302e-03    1.162804e-04    6.648251e-04
9.738420e-02    1.040202e-02    1.193350e-04    6.691822e-04
9.803731e-02    1.091130e-02    1.222214e-04    6.735692e-04
9.869481e-02    1.089077e-02    1.221064e-04    6.779862e-04
9.935671e-02    1.063338e-02    1.206549e-04    6.824335e-04
1.000231e-01    1.001868e-02    1.171155e-04    6.869113e-04
1.006939e-01    9.115113e-03    1.117095e-04    6.914198e-04
1.013692e-01    8.258089e-03    1.063283e-04    6.959591e-04
1.020490e-01    6.953388e-03    9.756799e-05    7.005295e-04
1.027334e-01    5.807496e-03    8.916688e-05    7.051313e-04
1.034224e-01    4.602734e-03    7.938110e-05    7.097645e-04
1.041160e-01    3.584164e-03    7.004919e-05    7.144294e-04
1.048143e-01    2.610772e-03    5.978519e-05    7.191262e-04
1.055172e-01    1.875594e-03    5.067322e-05    7.238551e-04
1.062249e-01    1.477201e-03    4.497063e-05    7.286164e-04
1.069373e-01    1.219821e-03    4.086553e-05    7.334102e-04
1.076545e-01    1.214344e-03    4.077370e-05    7.382367e-04
1.083765e-01    1.464880e-03    4.478269e-05    7.430962e-04
1.091033e-01    1.989225e-03    5.218565e-05    7.479889e-04
1.098350e-01    2.519046e-03    5.872556e-05    7.529150e-04
1.105716e-01    3.148807e-03    6.565717e-05    7.578748e-04
1.113132e-01    4.022259e-03    7.420687e-05    7.628684e-04
1.120597e-01    4.842318e-03    8.142088e-05    7.678961e-04
1.128112e-01    5.176365e-03    8.418245e-05    7.729580e-04
1.135678e-01    6.100472e-03    9.138835e-05    7.780545e-04
1.143295e-01    6.149758e-03    9.175677e-05    7.831858e-04
1.150962e-01    6.450947e-03    9.397686e-05    7.883520e-04
1.158681e-01    6.166186e-03    9.187925e-05    7.935534e-04
1.166452e-01    5.867734e-03    8.962813e-05    7.987904e-04
1.174275e-01    5.355711e-03    8.562837e-05    8.040629e-04
1.182150e-01    4.684878e-03    8.008631e-05    8.093714e-04
1.190078e-01    4.000355e-03    7.400454e-05    8.147160e-04
1.198060e-01    3.147438e-03    6.564290e-05    8.200970e-04
1.206095e-01    2.502617e-03    5.853374e-05    8.255147e-04
1.214183e-01    1.889284e-03    5.085782e-05    8.309692e-04
1.222326e-01    1.547023e-03    4.602115e-05    8.364610e-04
1.230524e-01    1.202023e-03    4.056631e-05    8.419899e-04
1.238777e-01    1.121249e-03    3.917962e-05    8.475566e-04
1.247085e-01    1.241725e-03    4.123081e-05    8.531610e-04
1.255448e-01    1.412856e-03    4.398029e-05    8.588037e-04
1.263868e-01    1.830415e-03    5.005920e-05    8.644846e-04
1.272344e-01    2.357498e-03    5.681131e-05    8.702042e-04
1.280877e-01    2.901010e-03    6.302077e-05    8.759626e-04
1.289468e-01    3.284343e-03    6.705533e-05    8.817602e-04
1.298115e-01    3.569105e-03    6.990186e-05    8.875972e-04
1.306821e-01    3.957914e-03    7.361093e-05    8.934738e-04
1.315586e-01    4.093450e-03    7.486069e-05    8.993903e-04
1.324409e-01    3.953807e-03    7.357272e-05    9.053471e-04
1.333291e-01    3.690950e-03    7.108504e-05    9.113443e-04
1.342233e-01    3.528033e-03    6.949850e-05    9.173821e-04
1.351235e-01    2.994105e-03    6.402397e-05    9.234609e-04
1.360297e-01    2.479343e-03    5.826094e-05    9.295810e-04
1.369420e-01    2.079582e-03    5.335770e-05    9.357426e-04
1.378604e-01    1.631904e-03    4.726682e-05    9.419461e-04
1.387849e-01    1.238987e-03    4.118533e-05    9.481916e-04
1.397157e-01    1.115773e-03    3.908382e-05    9.544794e-04
1.406527e-01    1.063749e-03    3.816179e-05    9.608099e-04
1.415960e-01    1.230773e-03    4.104857e-05    9.671833e-04
1.425456e-01    1.396428e-03    4.372384e-05    9.736001e-04
1.435016e-01    1.733213e-03    4.871190e-05    9.800602e-04
1.444640e-01    2.054939e-03    5.304062e-05    9.865641e-04
1.454329e-01    2.438272e-03    5.777636e-05    9.931120e-04
1.464083e-01    2.640891e-03    6.012905e-05    9.997044e-04
1.473902e-01    2.772319e-03    6.160710e-05    1.006341e-03
1.483786e-01    2.735355e-03    6.119500e-05    1.013023e-03
1.493737e-01    2.766843e-03    6.154622e-05    1.019751e-03
1.503755e-01    2.535474e-03    5.891674e-05    1.026523e-03
1.513840e-01    2.309582e-03    5.623100e-05    1.033342e-03
1.523993e-01    2.007022e-03    5.241858e-05    1.040207e-03
1.534214e-01    1.693511e-03    4.815075e-05    1.047118e-03
1.544503e-01    1.286904e-03    4.197417e-05    1.054076e-03
1.554861e-01    1.229404e-03    4.102574e-05    1.061081e-03
1.565289e-01    1.054166e-03    3.798950e-05    1.068134e-03
1.575787e-01    1.103452e-03    3.886742e-05    1.075234e-03
1.586355e-01    1.289642e-03    4.201880e-05    1.082383e-03
1.596994e-01    1.426547e-03    4.419286e-05    1.089579e-03
1.607704e-01    1.655177e-03    4.760268e-05    1.096824e-03
1.618487e-01    1.824939e-03    4.998427e-05    1.104119e-03
1.629341e-01    2.005653e-03    5.240069e-05    1.111462e-03
1.640268e-01    2.161725e-03    5.440130e-05    1.118856e-03
1.651269e-01    2.242498e-03    5.540835e-05    1.126299e-03
1.662343e-01    2.194582e-03    5.481318e-05    1.133793e-03
1.673492e-01    1.931725e-03    5.142588e-05    1.141337e-03
1.684715e-01    1.844106e-03    5.024606e-05    1.148932e-03
1.696014e-01    1.433392e-03    4.429876e-05    1.156579e-03
1.707388e-01    1.319761e-03    4.250664e-05    1.164277e-03
1.718839e-01    1.103452e-03    3.886742e-05    1.172027e-03
1.730367e-01    1.003511e-03    3.706553e-05    1.179830e-03
1.741971e-01    1.096606e-03    3.874668e-05    1.187685e-03
1.753654e-01    1.212975e-03    4.075070e-05    1.195594e-03
1.765415e-01    1.288273e-03    4.199650e-05    1.203556e-03
1.777255e-01    1.445713e-03    4.448875e-05    1.211571e-03
1.789174e-01    1.686665e-03    4.805334e-05    1.219641e-03
1.801174e-01    1.808511e-03    4.975877e-05    1.227765e-03
1.813253e-01    1.794820e-03    4.957007e-05    1.235944e-03
1.825414e-01    1.807142e-03    4.973993e-05    1.244179e-03
1.837656e-01    1.733213e-03    4.871190e-05    1.252468e-03
1.849981e-01    1.510058e-03    4.546802e-05    1.260814e-03
1.862388e-01    1.336190e-03    4.277039e-05    1.269216e-03
1.874878e-01    1.160952e-03    3.986724e-05    1.277675e-03
1.887452e-01    1.081547e-03    3.847971e-05    1.286191e-03
1.900110e-01    1.051428e-03    3.794013e-05    1.294765e-03
1.912853e-01    1.095237e-03    3.872249e-05    1.303396e-03
1.925682e-01    1.155475e-03    3.977310e-05    1.312085e-03
1.938597e-01    1.318392e-03    4.248459e-05    1.320833e-03
1.951598e-01    1.437499e-03    4.436218e-05    1.329641e-03
1.964687e-01    1.566189e-03    4.630536e-05    1.338507e-03
1.977863e-01    1.494999e-03    4.524072e-05    1.347433e-03
1.991128e-01    1.531963e-03    4.579661e-05    1.356420e-03
2.004481e-01    1.536070e-03    4.585795e-05    1.365467e-03
2.017924e-01    1.399166e-03    4.376669e-05    1.374575e-03
2.031458e-01    1.243094e-03    4.125353e-05    1.383745e-03
2.045082e-01    1.141785e-03    3.953678e-05    1.392976e-03
2.058797e-01    1.034999e-03    3.764256e-05    1.402270e-03
2.072605e-01    1.058273e-03    3.806343e-05    1.411626e-03
2.086505e-01    1.071963e-03    3.830885e-05    1.421045e-03
2.100498e-01    1.207499e-03    4.065861e-05    1.430528e-03
2.114585e-01    1.332082e-03    4.270460e-05    1.440075e-03
2.128767e-01    1.386844e-03    4.357356e-05    1.449686e-03
2.143044e-01    1.355356e-03    4.307604e-05    1.459362e-03
2.157416e-01    1.352618e-03    4.303252e-05    1.469103e-03
2.171885e-01    1.296487e-03    4.213017e-05    1.478909e-03
2.186451e-01    1.218452e-03    4.084259e-05    1.488782e-03
2.201115e-01    1.091130e-03    3.864981e-05    1.498721e-03
2.215876e-01    1.034999e-03    3.764256e-05    1.508727e-03
2.230737e-01    9.788683e-04    3.660760e-05    1.518801e-03
2.245698e-01    1.026785e-03    3.749289e-05    1.528942e-03
2.260759e-01    1.126725e-03    3.927518e-05    1.539152e-03
2.275921e-01    1.136309e-03    3.944185e-05    1.549431e-03
2.291184e-01    1.318392e-03    4.248459e-05    1.559779e-03
2.306550e-01    1.295118e-03    4.210792e-05    1.570196e-03
2.322020e-01    1.285535e-03    4.195184e-05    1.580684e-03
2.337592e-01    1.278689e-03    4.184000e-05    1.591242e-03
2.353270e-01    1.197916e-03    4.049695e-05    1.601871e-03
2.369052e-01    1.156844e-03    3.979666e-05    1.612572e-03
2.384940e-01    1.104821e-03    3.889153e-05    1.623345e-03
2.400935e-01    1.048690e-03    3.789070e-05    1.634190e-03
2.417037e-01    1.026785e-03    3.749289e-05    1.645109e-03
2.433247e-01    1.076071e-03    3.838217e-05    1.656101e-03
2.449566e-01    1.202023e-03    4.056631e-05    1.667167e-03
2.465994e-01    1.217082e-03    4.081964e-05    1.678307e-03
2.482532e-01    1.241725e-03    4.123081e-05    1.689523e-03
2.499182e-01    1.171904e-03    4.005485e-05    1.700814e-03
2.515942e-01    1.134940e-03    3.941808e-05    1.712181e-03
2.532816e-01    1.077440e-03    3.840658e-05    1.723624e-03
2.549802e-01    1.006249e-03    3.711606e-05    1.735144e-03
2.566903e-01    1.037737e-03    3.769232e-05    1.746742e-03
2.584118e-01    1.033630e-03    3.761765e-05    1.758418e-03
2.601448e-01    1.136309e-03    3.944185e-05    1.770173e-03
2.618895e-01    1.117142e-03    3.910780e-05    1.782006e-03
2.636459e-01    1.195178e-03    4.045064e-05    1.793920e-03
2.654141e-01    1.137678e-03    3.946560e-05    1.805913e-03
2.671941e-01    1.132202e-03    3.937051e-05    1.817987e-03
2.689860e-01    1.110297e-03    3.898780e-05    1.830143e-03
2.707900e-01    1.067856e-03    3.823539e-05    1.842380e-03
2.726061e-01    1.015833e-03    3.729239e-05    1.854699e-03
2.744343e-01    1.110297e-03    3.898780e-05    1.867101e-03
2.762748e-01    1.061011e-03    3.811264e-05    1.879587e-03
2.781277e-01    1.058273e-03    3.806343e-05    1.892157e-03
2.799930e-01    1.221190e-03    4.088845e-05    1.904811e-03
2.818708e-01    1.028154e-03    3.751788e-05    1.917550e-03
2.837612e-01    1.133571e-03    3.939430e-05    1.930375e-03
2.856642e-01    1.040475e-03    3.774201e-05    1.943286e-03
2.875801e-01    1.054166e-03    3.798950e-05    1.956284e-03
2.895087e-01    1.082916e-03    3.850405e-05    1.969370e-03
2.914503e-01    1.004880e-03    3.709081e-05    1.982543e-03
2.934050e-01    1.056904e-03    3.803880e-05    1.995805e-03
2.953727e-01    1.065118e-03    3.818634e-05    2.009156e-03
2.973536e-01    1.063749e-03    3.816179e-05    2.022597e-03
2.993479e-01    1.128095e-03    3.929903e-05    2.036128e-03
3.013555e-01    1.032261e-03    3.759273e-05    2.049750e-03
3.033765e-01    9.254756e-04    3.559521e-05    2.063464e-03
3.054111e-01    1.045952e-03    3.784120e-05    2.077271e-03
3.074594e-01    1.022678e-03    3.741782e-05    2.091169e-03
3.095214e-01    1.036368e-03    3.766745e-05    2.105162e-03
3.115972e-01    1.073333e-03    3.833331e-05    2.119248e-03
3.136870e-01    1.062380e-03    3.813723e-05    2.133429e-03
3.157907e-01    1.125356e-03    3.925131e-05    2.147705e-03
3.179086e-01    1.021309e-03    3.739277e-05    2.162077e-03
3.200407e-01    1.041844e-03    3.776683e-05    2.176546e-03
