# X-ray-like data generated for model core_shell_sphere with parameters:
# radius = 150
# thickness = 40
# sld_core = 4
# sld_shell = 4
# sld_solvent = 6
# scale = 0.01
# background = 0.001
#    Q             counts           error          sigmaQ
1.771121e-02    6.685714e+00    2.761803e-03    1.567929e-04
1.782999e-02    6.343928e+00    2.690282e-03    1.574130e-04
1.794957e-02    6.018059e+00    2.620276e-03    1.580389e-04
1.806995e-02    5.699303e+00    2.549938e-03    1.586708e-04
1.819114e-02    5.387656e+00    2.479241e-03    1.593086e-04
1.831314e-02    5.090279e+00    2.409847e-03    1.599524e-04
1.843596e-02    4.796984e+00    2.339392e-03    1.606023e-04
1.855960e-02    4.511247e+00    2.268648e-03    1.612582e-04
1.868407e-02    4.240060e+00    2.199403e-03    1.619202e-04
1.880938e-02    3.978746e+00    2.130551e-03    1.625884e-04
1.893552e-02    3.722932e+00    2.060921e-03    1.632628e-04
1.906251e-02    3.476379e+00    1.991509e-03    1.639434e-04
1.919036e-02    3.242541e+00    1.923364e-03    1.646304e-04
1.931906e-02    3.012495e+00    1.853882e-03    1.653236e-04
1.944862e-02    2.794481e+00    1.785539e-03    1.660233e-04
1.957906e-02    2.586786e+00    1.717905e-03    1.667293e-04
1.971037e-02    2.385139e+00    1.649589e-03    1.674418e-04
1.984256e-02    2.193203e+00    1.581824e-03    1.681609e-04
1.997563e-02    2.010689e+00    1.514577e-03    1.688864e-04
2.010960e-02    1.837622e+00    1.447928e-03    1.696186e-04
2.024447e-02    1.672214e+00    1.381226e-03    1.703575e-04
2.038024e-02    1.516333e+00    1.315273e-03    1.711030e-04
2.051692e-02    1.370521e+00    1.250437e-03    1.718552e-04
2.065452e-02    1.229045e+00    1.184139e-03    1.726142e-04
2.079304e-02    1.102237e+00    1.121389e-03    1.733801e-04
2.093249e-02    9.803255e-01    1.057557e-03    1.741528e-04
2.107287e-02    8.645553e-01    9.931508e-04    1.749324e-04
2.121420e-02    7.578527e-01    9.298464e-04    1.757190e-04
2.135647e-02    6.611101e-01    8.684717e-04    1.765126e-04
2.149970e-02    5.703753e-01    8.066760e-04    1.773133e-04
2.164389e-02    4.877076e-01    7.459308e-04    1.781211e-04
2.178905e-02    4.119706e-01    6.855702e-04    1.789360e-04
2.193518e-02    3.434304e-01    6.259478e-04    1.797581e-04
2.208229e-02    2.820548e-01    5.672644e-04    1.805875e-04
2.223038e-02    2.277389e-01    5.097268e-04    1.814241e-04
2.237947e-02    1.791457e-01    4.520869e-04    1.822681e-04
2.252956e-02    1.381986e-01    3.970732e-04    1.831195e-04
2.268066e-02    1.024242e-01    3.418378e-04    1.839784e-04
2.283277e-02    7.240099e-02    2.874028e-04    1.848447e-04
2.298590e-02    4.902562e-02    2.364996e-04    1.857185e-04
2.314005e-02    3.004947e-02    1.851557e-04    1.866000e-04
2.329524e-02    1.703096e-02    1.393922e-04    1.874890e-04
2.345148e-02    8.653527e-03    9.936086e-05    1.883858e-04
2.360875e-02    4.959378e-03    7.521985e-05    1.892903e-04
2.376709e-02    5.788793e-03    8.126673e-05    1.902025e-04
2.392648e-02    1.057134e-02    1.098206e-04    1.911226e-04
2.408695e-02    1.966068e-02    1.497676e-04    1.920506e-04
2.424849e-02    3.210647e-02    1.913881e-04    1.929866e-04
2.441111e-02    4.799770e-02    2.340071e-04    1.939305e-04
2.457483e-02    6.613302e-02    2.746806e-04    1.948824e-04
2.473964e-02    8.896533e-02    3.185878e-04    1.958425e-04
2.490556e-02    1.128632e-01    3.588352e-04    1.968107e-04
2.507259e-02    1.396258e-01    3.991183e-04    1.977871e-04
2.524074e-02    1.684956e-01    4.384430e-04    1.987717e-04
2.541002e-02    1.980956e-01    4.753968e-04    1.997646e-04
2.558043e-02    2.303241e-01    5.126117e-04    2.007659e-04
2.575199e-02    2.631163e-01    5.478890e-04    2.017756e-04
2.592470e-02    2.964195e-01    5.815301e-04    2.027937e-04
2.609856e-02    3.310907e-01    6.145996e-04    2.038204e-04
2.627360e-02    3.677150e-01    6.477008e-04    2.048556e-04
2.644980e-02    4.000553e-01    6.755831e-04    2.058995e-04
2.662719e-02    4.360465e-01    7.053184e-04    2.069520e-04
2.680577e-02    4.724700e-01    7.341857e-04    2.080133e-04
2.698554e-02    5.052930e-01    7.592599e-04    2.090833e-04
2.716652e-02    5.394347e-01    7.844915e-04    2.101622e-04
2.734872e-02    5.748019e-01    8.098002e-04    2.112500e-04
2.753213e-02    6.044908e-01    8.304503e-04    2.123467e-04
2.771678e-02    6.355785e-01    8.515367e-04    2.134525e-04
2.790266e-02    6.628739e-01    8.696294e-04    2.145673e-04
2.808979e-02    6.922365e-01    8.886813e-04    2.156912e-04
2.827818e-02    7.160785e-01    9.038557e-04    2.168244e-04
2.846783e-02    7.412142e-01    9.195824e-04    2.179667e-04
2.865875e-02    7.615857e-01    9.321337e-04    2.191184e-04
2.885095e-02    7.834129e-01    9.453968e-04    2.202794e-04
2.904444e-02    7.994216e-01    9.550074e-04    2.214498e-04
2.923923e-02    8.143671e-01    9.638931e-04    2.226298e-04
2.943533e-02    8.264535e-01    9.710196e-04    2.238192e-04
2.963274e-02    8.359730e-01    9.765959e-04    2.250182e-04
2.983147e-02    8.450760e-01    9.818986e-04    2.262269e-04
3.003154e-02    8.500330e-01    9.847743e-04    2.274453e-04
3.023295e-02    8.526434e-01    9.862852e-04    2.286735e-04
3.043571e-02    8.535379e-01    9.868024e-04    2.299115e-04
3.063983e-02    8.512059e-01    9.854535e-04    2.311594e-04
3.084531e-02    8.450657e-01    9.818927e-04    2.324173e-04
3.105218e-02    8.374138e-01    9.774372e-04    2.336851e-04
3.126043e-02    8.251985e-01    9.702821e-04    2.349631e-04
3.147008e-02    8.154019e-01    9.645053e-04    2.362512e-04
3.168114e-02    8.019224e-01    9.565000e-04    2.375495e-04
3.189361e-02    7.836525e-01    9.455413e-04    2.388581e-04
3.210751e-02    7.676882e-01    9.358607e-04    2.401771e-04
3.232284e-02    7.463722e-01    9.227765e-04    2.415064e-04
3.253962e-02    7.229546e-01    9.081849e-04    2.428462e-04
3.275784e-02    6.990681e-01    8.930557e-04    2.441965e-04
3.297754e-02    6.745439e-01    8.772510e-04    2.455575e-04
3.319870e-02    6.479923e-01    8.598124e-04    2.469290e-04
3.342135e-02    6.208726e-01    8.416277e-04    2.483113e-04
3.364550e-02    5.908049e-01    8.209956e-04    2.497045e-04
3.387114e-02    5.611513e-01    8.001267e-04    2.511085e-04
3.409830e-02    5.312958e-01    7.785509e-04    2.525234e-04
3.432698e-02    5.017243e-01    7.565739e-04    2.539493e-04
3.455720e-02    4.695539e-01    7.319165e-04    2.553863e-04
3.478896e-02    4.381776e-01    7.070398e-04    2.568344e-04
3.502227e-02    4.073455e-01    6.817110e-04    2.582937e-04
3.525715e-02    3.773817e-01    6.561591e-04    2.597643e-04
3.549361e-02    3.470584e-01    6.292454e-04    2.612462e-04
3.573165e-02    3.151595e-01    5.996309e-04    2.627396e-04
3.597129e-02    2.867495e-01    5.719659e-04    2.642444e-04
3.621253e-02    2.586041e-01    5.431710e-04    2.657608e-04
3.645539e-02    2.315129e-01    5.139329e-04    2.672889e-04
3.669988e-02    2.045279e-01    4.830533e-04    2.688286e-04
3.694601e-02    1.790955e-01    4.520236e-04    2.703801e-04
3.719379e-02    1.551223e-01    4.206839e-04    2.719435e-04
3.744324e-02    1.334982e-01    3.902622e-04    2.735187e-04
3.769435e-02    1.133515e-01    3.596105e-04    2.751060e-04
3.794715e-02    9.402054e-02    3.275142e-04    2.767054e-04
3.820165e-02    7.689489e-02    2.961881e-04    2.783169e-04
3.845785e-02    6.107895e-02    2.639761e-04    2.799406e-04
3.871577e-02    4.761551e-02    2.330735e-04    2.815766e-04
3.897542e-02    3.573330e-02    2.019089e-04    2.832250e-04
3.923681e-02    2.565597e-02    1.710854e-04    2.848858e-04
3.949995e-02    1.778508e-02    1.424448e-04    2.865592e-04
3.976486e-02    1.126156e-02    1.133491e-04    2.882452e-04
4.003155e-02    6.558883e-03    8.650350e-05    2.899439e-04
4.030002e-02    3.520736e-03    6.337756e-05    2.916554e-04
4.057030e-02    2.189337e-03    4.997756e-05    2.933796e-04
4.084239e-02    2.366172e-03    5.195675e-05    2.951169e-04
4.111630e-02    4.015876e-03    6.768756e-05    2.968671e-04
4.139205e-02    6.979865e-03    8.923646e-05    2.986304e-04
4.166965e-02    1.116117e-02    1.128427e-04    3.004069e-04
4.194911e-02    1.656549e-02    1.374741e-04    3.021967e-04
4.223044e-02    2.255393e-02    1.604094e-04    3.039997e-04
4.251366e-02    2.979734e-02    1.843773e-04    3.058162e-04
4.279878e-02    3.752334e-02    2.069043e-04    3.076462e-04
4.308582e-02    4.634799e-02    2.299505e-04    3.094898e-04
4.337478e-02    5.499012e-02    2.504731e-04    3.113471e-04
4.366567e-02    6.386725e-02    2.699342e-04    3.132181e-04
4.395852e-02    7.347683e-02    2.895303e-04    3.151030e-04
4.425333e-02    8.233572e-02    3.064876e-04    3.170018e-04
4.455012e-02    9.070288e-02    3.216839e-04    3.189146e-04
4.484890e-02    9.991202e-02    3.376196e-04    3.208415e-04
4.514968e-02    1.079597e-01    3.509536e-04    3.227826e-04
4.545248e-02    1.160919e-01    3.639316e-04    3.247381e-04
4.575731e-02    1.226713e-01    3.741022e-04    3.267078e-04
4.606418e-02    1.284681e-01    3.828392e-04    3.286921e-04
4.637311e-02    1.343402e-01    3.914909e-04    3.306909e-04
4.668412e-02    1.382876e-01    3.972010e-04    3.327044e-04
4.699721e-02    1.415961e-01    4.019245e-04    3.347326e-04
4.731240e-02    1.445567e-01    4.061046e-04    3.367756e-04
4.762970e-02    1.456245e-01    4.076018e-04    3.388335e-04
4.794914e-02    1.457900e-01    4.078332e-04    3.409065e-04
4.827071e-02    1.459565e-01    4.080661e-04    3.429946e-04
4.859444e-02    1.430302e-01    4.039547e-04    3.450979e-04
4.892034e-02    1.407576e-01    4.007326e-04    3.472165e-04
4.924843e-02    1.366767e-01    3.948808e-04    3.493506e-04
4.957872e-02    1.317835e-01    3.877477e-04    3.515001e-04
4.991122e-02    1.260061e-01    3.791530e-04    3.536652e-04
5.024595e-02    1.195624e-01    3.693313e-04    3.558460e-04
5.058293e-02    1.133264e-01    3.595708e-04    3.580426e-04
5.092217e-02    1.054989e-01    3.469307e-04    3.602551e-04
5.126368e-02    9.790408e-02    3.342098e-04    3.624836e-04
5.160749e-02    8.910224e-02    3.188329e-04    3.647282e-04
5.195360e-02    8.128840e-02    3.045321e-04    3.669891e-04
5.230203e-02    7.285392e-02    2.883004e-04    3.692662e-04
5.265279e-02    6.383417e-02    2.698642e-04    3.715597e-04
5.300591e-02    5.589483e-02    2.525251e-04    3.738698e-04
5.336140e-02    4.788931e-02    2.337427e-04    3.761964e-04
5.371927e-02    4.040975e-02    2.147147e-04    3.785398e-04
5.407955e-02    3.333633e-02    1.950193e-04    3.809000e-04
5.444223e-02    2.729312e-02    1.764597e-04    3.832771e-04
5.480735e-02    2.102174e-02    1.548649e-04    3.856713e-04
5.517492e-02    1.573607e-02    1.339883e-04    3.880826e-04
5.554496e-02    1.143954e-02    1.142413e-04    3.905112e-04
5.591747e-02    7.764786e-03    9.412035e-05    3.929572e-04
5.629249e-02    4.987900e-03    7.543583e-05    3.954206e-04
5.667002e-02    2.877283e-03    5.729412e-05    3.979017e-04
5.705008e-02    1.885864e-03    4.638462e-05    4.004004e-04
5.743269e-02    1.479713e-03    4.108730e-05    4.029170e-04
5.781787e-02    2.011360e-03    4.790312e-05    4.054515e-04
5.820563e-02    3.052978e-03    5.901747e-05    4.080040e-04
5.859599e-02    4.618257e-03    7.258682e-05    4.105747e-04
5.898896e-02    7.051741e-03    8.969474e-05    4.131637e-04
5.938458e-02    9.819500e-03    1.058433e-04    4.157710e-04
5.978284e-02    1.298885e-02    1.217318e-04    4.183970e-04
6.018378e-02    1.657804e-02    1.375262e-04    4.210415e-04
6.058741e-02    2.013984e-02    1.515817e-04    4.237047e-04
6.099374e-02    2.366058e-02    1.642977e-04    4.263869e-04
6.140280e-02    2.748935e-02    1.770929e-04    4.290880e-04
6.181460e-02    3.094620e-02    1.878981e-04    4.318082e-04
6.222917e-02    3.391247e-02    1.966974e-04    4.345477e-04
6.264651e-02    3.711490e-02    2.057752e-04    4.373066e-04
6.306666e-02    3.991347e-02    2.133922e-04    4.400849e-04
6.348962e-02    4.119581e-02    2.167930e-04    4.428828e-04
6.391541e-02    4.296872e-02    2.214089e-04    4.457005e-04
6.434407e-02    4.422369e-02    2.246189e-04    4.485380e-04
6.477560e-02    4.458192e-02    2.255268e-04    4.513955e-04
6.521002e-02    4.435375e-02    2.249489e-04    4.542732e-04
6.564735e-02    4.386545e-02    2.237073e-04    4.571710e-04
6.608762e-02    4.213817e-02    2.192586e-04    4.600893e-04
6.653084e-02    4.051357e-02    2.149904e-04    4.630281e-04
6.697704e-02    3.819417e-02    2.087456e-04    4.659875e-04
6.742622e-02    3.570364e-02    2.018250e-04    4.689677e-04
6.787842e-02    3.245900e-02    1.924360e-04    4.719688e-04
6.833365e-02    2.912536e-02    1.822865e-04    4.749909e-04
6.879194e-02    2.607923e-02    1.724909e-04    4.780342e-04
6.925329e-02    2.246951e-02    1.601089e-04    4.810989e-04
6.971775e-02    1.898186e-02    1.471594e-04    4.841849e-04
7.018531e-02    1.564708e-02    1.336089e-04    4.872926e-04
7.065602e-02    1.270477e-02    1.203933e-04    4.904221e-04
7.112988e-02    9.616424e-03    1.047431e-04    4.935733e-04
7.160691e-02    7.250253e-03    9.094846e-05    4.967466e-04
7.208715e-02    5.111115e-03    7.636187e-05    4.999420e-04
7.257061e-02    3.420339e-03    6.246739e-05    5.031598e-04
7.305731e-02    2.289734e-03    5.111063e-05    5.064001e-04
7.354727e-02    1.561856e-03    4.221233e-05    5.096628e-04
7.404052e-02    1.351935e-03    3.927324e-05    5.129484e-04
7.453708e-02    1.526489e-03    4.173166e-05    5.162567e-04
7.503697e-02    2.153970e-03    4.957224e-05    5.195882e-04
7.554021e-02    3.221828e-03    6.062754e-05    5.229428e-04
7.604682e-02    4.450548e-03    7.125668e-05    5.263208e-04
7.655684e-02    5.941671e-03    8.233283e-05    5.297223e-04
7.707027e-02    7.732842e-03    9.392655e-05    5.331473e-04
7.758715e-02    9.647228e-03    1.049108e-04    5.365962e-04
7.810749e-02    1.146806e-02    1.143836e-04    5.400690e-04
7.863133e-02    1.292039e-02    1.214106e-04    5.435659e-04
7.915867e-02    1.443662e-02    1.283369e-04    5.470871e-04
7.968955e-02    1.618672e-02    1.358933e-04    5.506327e-04
8.022400e-02    1.709599e-02    1.396580e-04    5.542028e-04
8.076203e-02    1.796078e-02    1.431467e-04    5.577977e-04
8.130366e-02    1.822660e-02    1.442021e-04    5.614175e-04
8.184893e-02    1.814103e-02    1.438632e-04    5.650623e-04
8.239786e-02    1.814674e-02    1.438858e-04    5.687324e-04
8.295046e-02    1.737094e-02    1.407766e-04    5.724278e-04
8.350678e-02    1.663394e-02    1.377578e-04    5.761489e-04
8.406682e-02    1.503101e-02    1.309522e-04    5.798956e-04
8.463062e-02    1.384564e-02    1.256827e-04    5.836682e-04
8.519820e-02    1.230546e-02    1.184862e-04    5.874668e-04
8.576959e-02    1.044242e-02    1.091489e-04    5.912918e-04
8.634481e-02    8.704866e-03    9.965517e-05    5.951430e-04
8.692389e-02    6.965034e-03    8.914159e-05    5.990208e-04
8.750685e-02    5.527533e-03    7.941169e-05    6.029254e-04
8.809372e-02    3.985072e-03    6.742747e-05    6.068569e-04
8.868453e-02    2.950299e-03    5.801654e-05    6.108155e-04
8.927929e-02    1.953176e-03    4.720516e-05    6.148014e-04
8.987805e-02    1.443205e-03    4.057727e-05    6.188147e-04
9.048083e-02    1.249257e-03    3.775241e-05    6.228557e-04
9.108764e-02    1.231003e-03    3.747558e-05    6.269244e-04
9.169853e-02    1.577828e-03    4.242762e-05    6.310212e-04
9.231351e-02    2.155110e-03    4.958537e-05    6.351461e-04
9.293262e-02    2.897819e-03    5.749822e-05    6.392994e-04
9.355588e-02    3.853871e-03    6.630822e-05    6.434812e-04
9.418332e-02    4.982196e-03    7.539268e-05    6.476918e-04
9.481496e-02    5.923416e-03    8.220627e-05    6.519313e-04
9.545085e-02    6.912554e-03    8.880513e-05    6.561998e-04
9.609099e-02    7.746533e-03    9.400966e-05    6.604978e-04
9.673543e-02    8.538298e-03    9.869712e-05    6.648251e-04
9.738420e-02    8.810967e-03    1.002607e-04    6.691822e-04
9.803731e-02    9.063100e-03    1.016851e-04    6.735692e-04
9.869481e-02    9.000353e-03    1.013325e-04    6.779862e-04
9.935671e-02    9.006057e-03    1.013646e-04    6.824335e-04
1.000231e-01    8.339787e-03    9.754303e-05    6.869113e-04
1.006939e-01    7.821830e-03    9.446544e-05    6.914198e-04
1.013692e-01    6.768804e-03    8.787691e-05    6.959591e-04
1.020490e-01    5.910867e-03    8.211914e-05    7.005295e-04
1.027334e-01    5.133932e-03    7.653213e-05    7.051313e-04
1.034224e-01    3.926887e-03    6.693342e-05    7.097645e-04
1.041160e-01    3.144248e-03    5.989315e-05    7.144294e-04
1.048143e-01    2.455160e-03    5.292474e-05    7.191262e-04
1.055172e-01    1.772918e-03    4.497416e-05    7.238551e-04
1.062249e-01    1.411261e-03    4.012568e-05    7.286164e-04
1.069373e-01    1.110070e-03    3.558721e-05    7.334102e-04
1.076545e-01    1.203622e-03    3.705645e-05    7.382367e-04
1.083765e-01    1.349654e-03    3.924009e-05    7.430962e-04
1.091033e-01    1.746678e-03    4.464010e-05    7.479889e-04
1.098350e-01    2.347918e-03    5.175595e-05    7.529150e-04
1.105716e-01    2.837353e-03    5.689518e-05    7.578748e-04
1.113132e-01    3.427185e-03    6.252987e-05    7.628684e-04
1.120597e-01    4.042116e-03    6.790835e-05    7.678961e-04
1.128112e-01    4.622820e-03    7.262269e-05    7.729580e-04
1.135678e-01    5.076888e-03    7.610577e-05    7.780545e-04
1.143295e-01    5.362106e-03    7.821437e-05    7.831858e-04
1.150962e-01    5.326740e-03    7.795599e-05    7.883520e-04
1.158681e-01    5.248019e-03    7.737782e-05    7.935534e-04
1.166452e-01    4.930856e-03    7.500323e-05    7.987904e-04
1.174275e-01    4.623961e-03    7.263164e-05    8.040629e-04
1.182150e-01    4.023862e-03    6.775483e-05    8.093714e-04
1.190078e-01    3.445439e-03    6.269617e-05    8.147160e-04
1.198060e-01    2.878424e-03    5.730548e-05    8.200970e-04
1.206095e-01    2.315974e-03    5.140266e-05    8.255147e-04
1.214183e-01    1.673662e-03    4.369711e-05    8.309692e-04
1.222326e-01    1.452332e-03    4.070538e-05    8.364610e-04
1.230524e-01    1.151142e-03    3.623958e-05    8.419899e-04
1.238777e-01    1.050745e-03    3.462322e-05    8.475566e-04
1.247085e-01    1.220735e-03    3.731895e-05    8.531610e-04
1.255448e-01    1.399852e-03    3.996316e-05    8.588037e-04
1.263868e-01    1.693057e-03    4.394956e-05    8.644846e-04
1.272344e-01    2.140279e-03    4.941445e-05    8.702042e-04
1.280877e-01    2.508781e-03    5.349956e-05    8.759626e-04
1.289468e-01    2.914933e-03    5.766775e-05    8.817602e-04
1.298115e-01    3.330210e-03    6.163886e-05    8.875972e-04
1.306821e-01    3.534427e-03    6.350067e-05    8.934738e-04
1.315586e-01    3.524159e-03    6.340836e-05    8.993903e-04
1.324409e-01    3.554963e-03    6.368488e-05    9.053471e-04
1.333291e-01    3.178474e-03    6.021825e-05    9.113443e-04
1.342233e-01    2.979962e-03    5.830747e-05    9.173821e-04
1.351235e-01    2.611460e-03    5.458338e-05    9.234609e-04
1.360297e-01    2.205309e-03    5.015954e-05    9.295810e-04
1.369420e-01    1.824257e-03    4.562069e-05    9.357426e-04
1.378604e-01    1.512799e-03    4.154410e-05    9.419461e-04
1.387849e-01    1.273215e-03    3.811270e-05    9.481916e-04
1.397157e-01    1.130606e-03    3.591488e-05    9.544794e-04
1.406527e-01    1.062153e-03    3.481067e-05    9.608099e-04
1.415960e-01    1.143156e-03    3.611365e-05    9.671833e-04
1.425456e-01    1.340527e-03    3.910718e-05    9.736001e-04
1.435016e-01    1.564138e-03    4.224315e-05    9.800602e-04
1.444640e-01    1.920091e-03    4.680364e-05    9.865641e-04
1.454329e-01    2.069545e-03    4.859105e-05    9.931120e-04
1.464083e-01    2.452879e-03    5.290014e-05    9.997044e-04
1.473902e-01    2.499654e-03    5.340215e-05    1.006341e-03
1.483786e-01    2.550994e-03    5.394777e-05    1.013023e-03
1.493737e-01    2.388990e-03    5.220666e-05    1.019751e-03
1.503755e-01    2.295438e-03    5.117426e-05    1.026523e-03
1.513840e-01    2.274902e-03    5.094483e-05    1.033342e-03
1.523993e-01    1.836807e-03    4.577733e-05    1.040207e-03
1.534214e-01    1.599505e-03    4.271807e-05    1.047118e-03
1.544503e-01    1.361062e-03    3.940559e-05    1.054076e-03
1.554861e-01    1.172818e-03    3.657919e-05    1.061081e-03
1.565289e-01    1.173959e-03    3.659698e-05    1.068134e-03
1.575787e-01    1.100943e-03    3.544061e-05    1.075234e-03
1.586355e-01    1.201340e-03    3.702131e-05    1.082383e-03
1.596994e-01    1.330259e-03    3.895712e-05    1.089579e-03
1.607704e-01    1.501390e-03    4.138715e-05    1.096824e-03
1.618487e-01    1.778622e-03    4.504645e-05    1.104119e-03
1.629341e-01    1.879019e-03    4.630036e-05    1.111462e-03
1.640268e-01    1.988543e-03    4.763063e-05    1.118856e-03
1.651269e-01    1.889287e-03    4.642670e-05    1.126299e-03
1.662343e-01    1.973712e-03    4.745267e-05    1.133793e-03
1.673492e-01    1.742114e-03    4.458175e-05    1.141337e-03
1.684715e-01    1.690775e-03    4.391994e-05    1.148932e-03
1.696014e-01    1.436360e-03    4.048093e-05    1.156579e-03
1.707388e-01    1.233284e-03    3.751029e-05    1.164277e-03
1.718839e-01    1.145437e-03    3.614968e-05    1.172027e-03
1.730367e-01    1.005110e-03    3.386301e-05    1.179830e-03
1.741971e-01    1.046181e-03    3.454795e-05    1.187685e-03
1.753654e-01    1.185368e-03    3.677438e-05    1.195594e-03
1.765415e-01    1.298314e-03    3.848653e-05    1.203556e-03
1.777255e-01    1.450051e-03    4.067339e-05    1.211571e-03
1.789174e-01    1.568701e-03    4.230473e-05    1.219641e-03
1.801174e-01    1.693057e-03    4.394956e-05    1.227765e-03
1.813253e-01    1.714733e-03    4.423001e-05    1.235944e-03
1.825414e-01    1.631449e-03    4.314253e-05    1.244179e-03
1.837656e-01    1.570983e-03    4.233549e-05    1.252468e-03
1.849981e-01    1.475150e-03    4.102389e-05    1.260814e-03
1.862388e-01    1.290328e-03    3.836798e-05    1.269216e-03
1.874878e-01    1.142015e-03    3.609563e-05    1.277675e-03
1.887452e-01    1.092957e-03    3.531184e-05    1.286191e-03
1.900110e-01    9.697427e-04    3.326190e-05    1.294765e-03
1.912853e-01    1.062153e-03    3.481067e-05    1.303396e-03
1.925682e-01    1.185368e-03    3.677438e-05    1.312085e-03
1.938597e-01    1.292610e-03    3.840188e-05    1.320833e-03
1.951598e-01    1.326836e-03    3.890697e-05    1.329641e-03
1.964687e-01    1.438642e-03    4.051307e-05    1.338507e-03
1.977863e-01    1.517362e-03    4.160671e-05    1.347433e-03
1.991128e-01    1.487699e-03    4.119802e-05    1.356420e-03
2.004481e-01    1.389584e-03    3.981633e-05    1.365467e-03
2.017924e-01    1.309723e-03    3.865525e-05    1.374575e-03
2.031458e-01    1.242411e-03    3.764883e-05    1.383745e-03
2.045082e-01    1.139733e-03    3.605955e-05    1.392976e-03
2.058797e-01    1.030209e-03    3.428321e-05    1.402270e-03
2.072605e-01    1.105507e-03    3.551399e-05    1.411626e-03
2.086505e-01    1.094098e-03    3.533026e-05    1.421045e-03
2.100498e-01    1.199058e-03    3.698613e-05    1.430528e-03
2.114585e-01    1.202481e-03    3.703888e-05    1.440075e-03
2.128767e-01    1.342808e-03    3.914045e-05    1.449686e-03
2.143044e-01    1.319991e-03    3.880648e-05    1.459362e-03
2.157416e-01    1.354217e-03    3.930637e-05    1.469103e-03
2.171885e-01    1.284624e-03    3.828307e-05    1.478909e-03
2.186451e-01    1.244693e-03    3.768339e-05    1.488782e-03
2.201115e-01    1.090675e-03    3.527496e-05    1.498721e-03
2.215876e-01    1.047322e-03    3.456678e-05    1.508727e-03
2.230737e-01    1.017659e-03    3.407375e-05    1.518801e-03
2.245698e-01    1.041618e-03    3.447252e-05    1.528942e-03
2.260759e-01    1.121479e-03    3.576962e-05    1.539152e-03
2.275921e-01    1.136310e-03    3.600537e-05    1.549431e-03
2.291184e-01    1.216171e-03    3.724913e-05    1.559779e-03
2.306550e-01    1.240130e-03    3.761425e-05    1.570196e-03
2.322020e-01    1.207044e-03    3.710910e-05    1.580684e-03
2.337592e-01    1.205903e-03    3.709156e-05    1.591242e-03
2.353270e-01    1.062153e-03    3.481067e-05    1.601871e-03
2.369052e-01    1.092957e-03    3.531184e-05    1.612572e-03
2.384940e-01    1.083830e-03    3.516409e-05    1.623345e-03
2.400935e-01    1.084971e-03    3.518259e-05    1.634190e-03
2.417037e-01    1.027927e-03    3.424522e-05    1.645109e-03
2.433247e-01    1.047322e-03    3.456678e-05    1.656101e-03
2.449566e-01    1.102084e-03    3.545897e-05    1.667167e-03
2.465994e-01    1.177382e-03    3.665029e-05    1.678307e-03
2.482532e-01    1.276638e-03    3.816389e-05    1.689523e-03
2.499182e-01    1.068999e-03    3.492266e-05    1.700814e-03
2.515942e-01    1.137451e-03    3.602344e-05    1.712181e-03
2.532816e-01    1.009673e-03    3.393980e-05    1.723624e-03
2.549802e-01    1.002828e-03    3.382455e-05    1.735144e-03
2.566903e-01    1.067858e-03    3.490402e-05    1.746742e-03
2.584118e-01    1.051886e-03    3.464201e-05    1.758418e-03
2.601448e-01    1.072421e-03    3.497853e-05    1.770173e-03
2.618895e-01    1.159128e-03    3.636507e-05    1.782006e-03
2.636459e-01    1.138592e-03    3.604150e-05    1.793920e-03
2.654141e-01    1.195636e-03    3.693331e-05    1.805913e-03
2.671941e-01    1.104366e-03    3.549566e-05    1.817987e-03
2.689860e-01    1.066717e-03    3.488537e-05    1.830143e-03
2.707900e-01    1.057590e-03    3.473581e-05    1.842380e-03
2.726061e-01    9.937010e-04    3.367027e-05    1.854699e-03
2.744343e-01    9.925602e-04    3.365094e-05    1.867101e-03
2.762748e-01    1.098661e-03    3.540387e-05    1.879587e-03
2.781277e-01    1.113493e-03    3.564204e-05    1.892157e-03
2.799930e-01    1.092957e-03    3.531184e-05    1.904811e-03
2.818708e-01    1.113493e-03    3.564204e-05    1.917550e-03
2.837612e-01    1.084971e-03    3.518259e-05    1.930375e-03
2.856642e-01    1.059872e-03    3.477326e-05    1.943286e-03
2.875801e-01    1.072421e-03    3.497853e-05    1.956284e-03
2.895087e-01    1.055308e-03    3.469832e-05    1.969370e-03
2.914503e-01    1.065576e-03    3.486671e-05    1.982543e-03
2.934050e-01    1.061013e-03    3.479197e-05    1.995805e-03
2.953727e-01    1.087253e-03    3.521957e-05    2.009156e-03
2.973536e-01    1.104366e-03    3.549566e-05    2.022597e-03
2.993479e-01    1.055308e-03    3.469832e-05    2.036128e-03
3.013555e-01    9.617566e-04    3.312466e-05    2.049750e-03
3.033765e-01    1.021082e-03    3.413100e-05    2.063464e-03
3.054111e-01    1.034772e-03    3.435905e-05    2.077271e-03
3.074594e-01    1.010814e-03    3.395896e-05    2.091169e-03
3.095214e-01    1.013096e-03    3.399727e-05    2.105162e-03
3.115972e-01    1.070140e-03    3.494129e-05    2.119248e-03
3.136870e-01    1.026786e-03    3.422621e-05    2.133429e-03
3.157907e-01    1.104366e-03    3.549566e-05    2.147705e-03
3.179086e-01    1.038195e-03    3.441583e-05    2.162077e-03
3.200407e-01    1.002828e-03    3.382455e-05    2.176546e-03
